,species_number,common_name,kingdom,family
572,595,Common Or Edible Winkle,Animalia,Littorinidae
573,596,Snail,Animalia,Muricidae
574,597,Hermit Crab,Animalia,Diogenidae
575,598,Scud,Animalia,Hyalellidae
576,599,Fresh-Water Mussel,Animalia,Unionidae
577,600,Pea Cockle,Animalia,Pisidiidae
578,601,Orb Cockle. Fingernail Clam,Animalia,Pisidiidae
579,602,Crayfish,Animalia,Cambaridae
580,603,Mayfly,Animalia,Heptageniidae
581,604,Mayfly,Animalia,Heptageniidae
582,605,Mayfly,Animalia,Leptohyphidae
583,606,White Mullet,Animalia,Mugilidae
584,607,Cyclopoid Copepod,Animalia,Cyclopidae
585,608,Harpacticoid Copepod,Animalia,Tisbidae
586,609,Aquatic Sowbug,Animalia,Asellidae
587,610,Rush,Plantae,Juncaceae
588,611,Mayfly,Animalia,Baetiscidae
589,612,Mayfly,Animalia,Leptophlebiidae
590,613,Mayfly,Animalia,Ephemerellidae
591,614,Mayfly,Animalia,Isonychiidae
592,615,Stonefly,Animalia,Perlidae
593,616,Stonefly,Animalia,Perlodidae
594,617,Stonefly,Animalia,Pteronarcyidae
595,618,Alderfly,Animalia,Corydalidae
596,619,Caddisfly,Animalia,Lepidostomatidae
597,620,Caddisfly,Animalia,Philopotamidae
598,621,Crayfish,Animalia,Astacidae
599,622,Caddisfly,Animalia,Hydropsychidae
600,623,Crane Fly,Animalia,Tipulidae
601,624,Blackfly,Animalia,Simuliidae
602,625,Oligochaete Family,Animalia,Lumbricidae
603,626,Horsefly,Animalia,Tabanidae
604,627,Amphipod,Animalia,Crangonyctidae
605,628,Cyprinid Fish,Animalia,Cyprinidae
606,629,Crayfish,Animalia,Cambaridae
607,630,Rotifer,Animalia,Brachionidae
608,631,Rotifer,Animalia,Brachionidae
609,632,Rotifer,Animalia,Brachionidae
610,633,Crab,Animalia,Grapsidae
611,634,Apple Snail,Animalia,Ampullariidae
612,635,Mussel,Animalia,Unionidae
613,636,Diatom,Chromista,Bacillariaceae
614,637,Long Fingernail Clam,Animalia,Pisidiidae
615,638,Green Algae,Plantae,Oocystaceae
616,639,Mullet Family,Animalia,Mugilidae
617,640,Oligochaete. Worm,Animalia,Lumbriculidae
618,641,Black Sea Turbot,Animalia,Scophthalmidae
619,642,Barnacle,Animalia,Balanidae
620,643,Barnacle,Animalia,Balanidae
621,644,Calanoid Copepod,Animalia,Acartiidae
622,645,Calanoid Copepod,Animalia,Paracalanidae
623,646,Harpacticoid Copepod,Animalia,Tisbidae
624,647,Mosquito,Animalia,Culicidae
625,648,Giant River Prawn,Animalia,Palaemonidae
626,649,Calanoid Copepod,Animalia,Temoridae
627,650,Bowfin,Animalia,Amiidae
628,651,White Dotted Mosquito,Animalia,Culicidae
629,652,Grass Shrimp.Freshwater Prawn,Animalia,Palaemonidae
630,653,Polychaete,Animalia,Dorvilleidae
631,654,Snail,Animalia,Pomatiopsidae
632,655,American Frog's-Bit,Plantae,Hydrocharitaceae
633,656,Waterweed,Plantae,Hydrocharitaceae
634,657,Blue-Green Algae,Monera,Oscillatoriaceae
635,658,Water-Hyacinth,Plantae,Pontederiaceae
636,659,Alligator-Weed,Plantae,Amaranthaceae
637,660,Scud,Animalia,Corophiidae
638,661,Atlantic Cod,Animalia,Gadidae
639,662,Stone Loach,Animalia,Balitoridae
640,663,Central Mudminnow,Animalia,Umbridae
641,664,Yellowfish,Animalia,Cyprinidae
642,665,Winter Flounder,Animalia,Pleuronectidae
643,666,Mudfish. Scalie. Yellowfish,Animalia,Cyprinidae
644,667,Mussel. Eastern Elliptio,Animalia,Unionidae
645,668,Cichlid,Animalia,Cichlidae
646,669,Fairy Shrimp,Animalia,Streptocephalidae
647,670,Dinoflagellate,Chromista,Calciodinellaceae
648,671,Dinoflagellate,Chromista,Prorocentraceae
649,672,Dinoflagellate,Chromista,Gymnodiniaceae
650,673,Largescale Stoneroller,Animalia,Cyprinidae
651,674,Mayfly,Animalia,Ephemerellidae
652,675,Mud Fish,Animalia,Cyprinidae
653,676,Mayfly Family,Animalia,Heptageniidae
654,677,Stonefly,Animalia,Pteronarcyidae
655,678,Stonefly,Animalia,Perlidae
656,679,Stonefly,Animalia,Perlodidae
657,680,Stonefly Family,Animalia,Chloroperlidae
658,681,Dragonfly,Animalia,Aeshnidae
659,682,Nematode,Animalia,Chromadoridae
660,683,Caddisfly,Animalia,Rhyacophilidae
661,684,Caddisfly,Animalia,Glossosomatidae
662,685,Caddisfly Family,Animalia,Philopotamidae
663,686,Caddisfly,Animalia,Psychomyiidae
664,687,Caddisfly,Animalia,Brachycentridae
665,688,Caddisfly,Animalia,Odontoceridae
666,689,Riffle Beetle,Animalia,Elmidae
667,691,Cranefly,Animalia,Tipulidae
668,692,Blackfly Family,Animalia,Simuliidae
669,693,Midge,Animalia,Chironomidae
670,694,Nematode,Animalia,Monhysteridae
671,695,Caddisfly,Animalia,Limnephilidae
672,696,Crayfish,Animalia,Astacidae
673,697,Snail,Animalia,Bullinidae
674,698,Toad,Animalia,Bufonidae
675,699,Green Algae,Plantae,Chaetophoraceae
676,700,Little Skate,Animalia,Rajidae
677,701,Speckled Sanddab,Animalia,Paralichthyidae
678,702,Dobsonfly,Animalia,Corydalidae
679,703,Calanoid Copepod,Animalia,Tortanidae
680,704,Salamander,Animalia,Salamandridae
681,705,Mud Snail,Animalia,Viviparidae
682,706,Plankton,Community,
683,707,Gulf Toadfish,Animalia,Batrachoididae
684,708,Spined Loach,Animalia,Cobitidae
685,709,Mosquito,Animalia,Culicidae
686,710,Bay Scallop,Animalia,Pectinidae
687,711,Scud. Amphipod,Animalia,Gammaridae
688,712,Scud,Animalia,Gammaridae
689,713,Catfish,Animalia,Bagridae
690,714,Grass Or Atlantic Ditch Shrimp,Animalia,Palaemonidae
691,715,Sunbleak,Animalia,Cyprinidae
692,716,Spionid Polychaete,Animalia,Spionidae
693,717,Marsh Fly,Animalia,Sciomyzidae
694,718,Shrimp,Animalia,Penaeidae
695,719,Pond Snail,Animalia,Lymnaeidae
696,720,Mayfly,Animalia,Ephemerellidae
697,721,Calanoid Copepod,Animalia,Diaptomidae
698,722,Cyclopoid Copepod,Animalia,Cyclopidae
699,723,Mangrove Oyster,Animalia,Ostreidae
700,726,Water Hyacinth,Plantae,Pontederiaceae
701,727,Slender Rasbora,Animalia,Cyprinidae
702,728,Ostracod,Animalia,Cypridopsidae
703,729,Clam,Animalia,Corbiculidae
704,730,Pink Shrimp,Animalia,Palaemonidae
705,731,Shanny,Animalia,Blenniidae
706,732,Rockpool Prawn,Animalia,Palaemonidae
707,733,Blue Lobster,Animalia,Nephropidae
708,734,Spinous Spider Crab,Animalia,Majidae
709,735,Opossum Shrimp,Animalia,Mysidae
710,736,Chum Salmon,Animalia,Salmonidae
711,737,Coon Stripe Shrimp,Animalia,Pandalidae
712,738,Littleneck Clam,Animalia,Veneridae
713,739,Bent-Nosed Clam,Animalia,Tellinidae
714,740,Calanoid Copepod,Animalia,Pseudodiaptomidae
715,741,Dragonfly,Animalia,Aeshnidae
716,742,Dragonfly,Animalia,Libellulidae
717,743,Comber,Animalia,Serranidae
718,744,Polychaete Worm,Animalia,Nereididae
719,745,Fiddler Crab,Animalia,Ocypodidae
720,746,Sea Urchin,Animalia,Strongylocentrotidae
721,747,Lugworm. Polychaete Worm,Animalia,Arenicolidae
722,748,Mysid,Animalia,Mysidae
723,749,Leaping Grey Mullet,Animalia,Mugilidae
724,751,Mayfly,Animalia,Isonychiidae
725,752,River Horn Snail,Animalia,Pleuroceridae
726,753,Florida Leopard Frog,Animalia,Ranidae
727,754,Fresh-Water Mussel,Animalia,Unionidae
728,755,Backswimmer,Animalia,Notonectidae
729,756,Dragonfly,Animalia,Corduliidae
730,757,Turbellarian. Flatworm,Animalia,Planariidae
731,758,Cyclopoid Copepod,Animalia,Cyclopidae
732,759,Bleak,Animalia,Cyprinidae
733,760,Marsh Fly,Animalia,Sciomyzidae
734,761,Cunner,Animalia,Labridae
735,762,Turbellarian. Flatworm,Animalia,Planariidae
736,763,Fiddler Crab,Animalia,Ocypodidae
737,764,Fowler's Toad,Animalia,Bufonidae
738,765,American Toad,Animalia,Bufonidae
739,766,Common Or Round Goby,Animalia,Gobiidae
740,767,Babka Goby,Animalia,Gobiidae
741,768,Jackknife Clam,Animalia,Pharidae
742,769,Common Atlantic Abra,Animalia,Semelidae
743,770,Milk Moon Shell,Animalia,Naticidae
744,771,Barnacle,Animalia,Balanidae
745,772,Scud,Animalia,Corophiidae
746,773,Polychaete,Animalia,Spionidae
747,774,Spionid Polychaete,Animalia,Spionidae
748,775,Proboscis Worm Phylum,Animalia,
749,777,Caddisfly,Animalia,Hydropsychidae
750,778,Caddisfly,Animalia,Limnephilidae
751,779,Caddisfly,Animalia,Uenoidae
752,780,Caddisfly,Animalia,Brachycentridae
753,781,Caddisfly,Animalia,Brachycentridae
754,782,Caddisfly,Animalia,Lepidostomatidae
755,783,Caddisfly,Animalia,Helicopsychidae
756,784,Japanese Oyster,Animalia,Ostreidae
757,785,Stonefly,Animalia,Perlidae
758,786,Stonefly,Animalia,Pteronarcyidae
759,787,Stonefly,Animalia,Capniidae
760,788,Stonefly,Animalia,Nemouridae
761,789,Stonefly,Animalia,Perlodidae
762,790,Green Algae,Plantae,Acrosiphoniaceae
763,791,Mayfly,Animalia,Potamanthidae
764,792,Mayfly,Animalia,Heptageniidae
765,793,Mayfly,Animalia,Heptageniidae
766,794,Mayfly,Animalia,Baetiscidae
767,795,Mayfly,Animalia,Leptophlebiidae
768,796,Mayfly,Animalia,Ephemerellidae
769,797,Riffle Beetle,Animalia,Elmidae
770,798,Beetle,Animalia,Elmidae
771,799,Long-Toe Water Beetle,Animalia,Dryopidae
772,800,Beetle,Animalia,Dytiscidae
773,801,Water Penny Beetle,Animalia,Psephenidae
774,802,Dragonfly,Animalia,Corduliidae
775,803,Dragonfly,Animalia,Gomphidae
776,804,Damselfly,Animalia,Coenagrionidae
777,805,Hellgrammite,Animalia,Corydalidae
778,806,Cranefly,Animalia,Tipulidae
779,807,Snipefly,Animalia,Athericidae
780,808,Oikawa,Animalia,Cyprinidae
781,809,Bivalve,Animalia,Unionidae
782,810,Dogfish,Animalia,Scyliorhinidae
783,811,Blue Or 3-Spot Gourami,Animalia,Osphronemidae
784,812,Bullfrog,Animalia,Ranidae
785,813,Crayfish/Crab Order,Animalia,
786,814,Foraminifera,Animalia,Soritidae
787,815,Green Algae,Plantae,Caulerpaceae
788,816,Green Algae,Plantae,Codiaceae
789,817,Warasubo,Animalia,Gobiidae
790,819,Sea Squirt,Animalia,Didemnidae
791,820,Sea Squirt,Animalia,Pyuridae
792,821,Sea Squirt,Animalia,Clavelinidae
793,822,Sea Squirt. Tunicate,Animalia,Styelidae
794,823,Rock Oyster,Animalia,Ostreidae
795,824,Clam,Animalia,Tridacnidae
796,826,Clam,Animalia,Tridacnidae
797,827,Pearl Oyster,Animalia,Pteriidae
798,828,Oyster,Animalia,Ostreidae
799,829,Rock Oyster,Animalia,Ostreidae
800,830,Pondweed,Plantae,Potamogetonaceae
801,831,Prickly Scallop,Animalia,Pectinidae
802,832,Mussel,Animalia,Mytilidae
803,833,Polychaete,Animalia,Nephtyidae
804,834,Polychaete,Animalia,Nephtyidae
805,835,Polychaete,Animalia,Pectinariidae
806,836,Water Flea,Animalia,Daphniidae
807,837,Stone Crab,Animalia,Menippidae
808,838,Cryptomonad,Plantae,Cryptomonadaceae
809,839,Bass,Animalia,Centrarchidae
810,840,Spionid Polychaete,Animalia,Spionidae
811,841,Polychaete,Animalia,Oweniidae
812,842,Mosquito,Animalia,Culicidae
813,843,Beetle,Animalia,Hydrophilidae
814,844,Giant Water Bug,Animalia,Belostomatidae
815,845,Beetle,Animalia,Dytiscidae
816,846,Beetle,Animalia,Hydrophilidae
817,847,Predaceous Beetle,Animalia,Dytiscidae
818,848,Beetle,Animalia,Dytiscidae
819,849,Beetle,Animalia,Hydrophilidae
820,850,Yellow Bass,Animalia,Moronidae
821,851,Aquatic Sowbug,Animalia,Idoteidae
822,852,Two Spot African Barb,Animalia,Cyprinidae
823,853,Lugworm,Animalia,Arenicolidae
824,854,Marsh Killifish,Animalia,Cyprinodontidae
825,856,Prasinophyte,Plantae,Chlorodendraceae
826,857,Water Bug,Animalia,Corixidae
827,858,Water Boatman,Animalia,Corixidae
828,859,Mayfly,Animalia,Ephemerellidae
829,860,Fish,Animalia,Cyprinidae
830,861,Cyclopoid Copepod,Animalia,Cyclopidae
831,862,Sea Urchin. Echinoderm,Animalia,Echinidae
832,864,Freshwater Prawn,Animalia,Atyidae
833,865,Nematode,Animalia,Chromadoridae
834,866,Paddlefish,Animalia,Polyodontidae
835,867,Green Fish,Animalia,Kyphosidae
836,868,Anchovy,Animalia,Engraulidae
837,869,Oligochaete Family,Animalia,Tubificidae
838,870,Carp,Animalia,Cyprinidae
839,871,Rotifer,Animalia,Asplanchnidae
840,872,Ciliate,Animalia,Euplotidae
841,873,Blackfly,Animalia,Simuliidae
842,874,Ostracod,Animalia,Cyprididae
843,875,Echinoderm,Animalia,Toxopneustidae
844,876,Bryozoa,Animalia,Pectinatellidae
845,877,Bryozoan,Animalia,Plumatellidae
846,878,Floating Fern,Plantae,Salviniaceae
847,879,Mollusk Phylum,Animalia,
848,880,Arthropod Phylum,Animalia,
849,881,Polychaete,Animalia,Orbiniidae
850,882,Atlantic Croaker,Animalia,Sciaenidae
851,883,Gulf Menhaden,Animalia,Clupeidae
852,884,Flounder,Animalia,Bothidae
853,885,Shortjaw Cisco,Animalia,Salmonidae
854,886,Polychaete Worm,Animalia,Capitellidae
855,887,Freshwater Crab,Animalia,Potamidae
856,888,Russian Sturgeon,Animalia,Acipenseridae
857,889,Sevruga. Stellate Sturgeon,Animalia,Acipenseridae
858,890,Ship Sturgeon,Animalia,Acipenseridae
859,891,Iowa Darter,Animalia,Percidae
860,892,Yellow Bullhead,Animalia,Ictaluridae
861,893,Tiger Salamander,Animalia,Ambystomatidae
862,894,Pacific Herring,Animalia,Clupeidae
863,895,Horse Clam,Animalia,Mactridae
864,896,Crayfish,Animalia,Cambaridae
865,897,Ciliate,Animalia,Vorticellidae
866,898,Marsh Snail,Animalia,Pleuroceridae
867,899,European Physa,Animalia,Physidae
868,900,Ruffe,Animalia,Percidae
869,901,Water Flea,Animalia,Moinidae
870,902,Ostracod,Animalia,Cyprididae
871,903,Snail,Animalia,Ampullariidae
872,904,Frog,Animalia,Ranidae
873,905,Great Ramshorn Snail,Animalia,Planorbidae
874,906,Diatom,Chromista,Catenulaceae
875,907,Big Cordgrass,Plantae,Poaceae
876,908,Crab,Animalia,Portunidae
877,909,Waterweed,Plantae,Hydrocharitaceae
878,910,Pondweed,Plantae,Potamogetonaceae
879,911,Pondweed,Plantae,Potamogetonaceae
880,912,Stonefly,Animalia,Perlidae
881,913,Stonefly,Animalia,Perlodidae
882,914,Green Algae,Plantae,Oocystaceae
883,915,Shortfin Molly,Animalia,Poeciliidae
884,917,Beetle,Animalia,Haliplidae
885,918,Backswimmer,Animalia,Notonectidae
886,919,Damselfly,Animalia,Lestidae
887,920,Nematode,Animalia,Monhysteridae
888,921,Harpacticoid Copepod,Animalia,Laophontidae
889,922,Yellowtail,Animalia,Carangidae
890,923,Backswimmer,Animalia,Notonectidae
891,924,Clam,Animalia,Corbiculidae
892,925,Whitefish,Animalia,Salmonidae
893,926,River Limpet,Animalia,Ancylidae
894,927,Oligochaete,Animalia,Naididae
895,928,Midge,Animalia,Chironomidae
896,929,Caddisfly,Animalia,Hydroptilidae
897,930,Dinoflagellate,Chromista,Gymnodiniaceae
898,931,Dinoflagellate,Chromista,Gymnodiniaceae
899,932,Aquatic Sowbug,Animalia,Asellidae
900,933,Diatom,Chromista,Naviculaceae
901,934,Blue-Green Algae,Monera,Chroococcaceae
902,935,Caddisfly,Animalia,Stenopsychidae
903,936,Turbellarian,Animalia,Macrostomidae
904,937,Turbellarian,Animalia,Convolutidae
905,938,Turbellarian,Animalia,Monocelididae
906,939,Turbellarian,Animalia,Gnathorhynchidae
907,940,Turbellarian,Animalia,
908,941,Turbellarian,Animalia,Promesostomidae
909,942,Turbellarian,Animalia,Protomonotresidae
910,943,Turbellarian,Animalia,Solenofilomorphidae
911,944,Turbellarian,Animalia,Haploposthiidae
912,945,Turbellarian Order,Animalia,
913,946,Green Algae,Plantae,Oocystaceae
914,947,Leech,Animalia,Glossiphoniidae
915,948,Leech,Animalia,Glossiphoniidae
916,949,Midge,Animalia,Chironomidae
917,950,Ocean Quahog,Animalia,Arcticidae
918,951,Gastrotrich,Animalia,Neodasyidae
919,952,Gastrotrich,Animalia,Macrodasyidae
920,953,Gastrotrich,Animalia,Turbanellidae
921,954,Gastrotrich,Animalia,Lepidodasyidae
922,955,Gnasthostomulid,Animalia,Gnathostomulidae
923,956,Gnathostomulid,Animalia,Gnathostomulidae
924,957,Gnathostomulid Turbellarian,Animalia,Mesognathariidae
925,958,Gnathostomulid,Animalia,Austrognathiidae
926,959,Nematode,Animalia,Desmodoridae
927,960,Buttercup,Plantae,Ranunculaceae
928,961,Water-Milfoil,Plantae,Haloragaceae
929,962,Green Algae,Plantae,Oocystaceae
930,963,Water Flea,Animalia,Daphniidae
931,964,Midge,Animalia,Chironomidae
932,965,White Catfish,Animalia,Ictaluridae
933,966,Northern Puffer,Animalia,Tetraodontidae
934,967,Bigmouth Buffalo,Animalia,Catostomidae
935,968,Shortnose Gar,Animalia,Lepisosteidae
936,969,Flathead Catfish,Animalia,Ictaluridae
937,970,Marbled Salamander,Animalia,Ambystomatidae
938,971,Spotted Salamander,Animalia,Ambystomatidae
939,973,Water Flea,Animalia,Daphniidae
940,974,Insect Class,Animalia,
941,975,Annelid Worm Class,Animalia,
942,977,Calico Clam,Animalia,Veneridae
943,978,Parrot Feather Watermilfoil,Plantae,Haloragaceae
944,979,Blue-Green Algae,Monera,Nostocaceae
945,980,Green Algae,Plantae,Chlamydomonadaceae
946,981,Green Algae,Plantae,Scenedesmaceae
947,983,Harpacticoid Copepod,Animalia,Harpacticidae
948,984,Yellow Cowlily,Plantae,Nymphaeaceae
949,985,Fresh-Water Mussel,Animalia,Unionidae
950,986,Diatom,Chromista,Naviculaceae
951,987,Conger Eel,Animalia,Congridae
952,988,Large Whelk,Animalia,Buccinidae
953,989,Horse Mussel,Animalia,Mytilidae
954,990,Great Scallop,Animalia,Pectinidae
955,991,Coalfish Or Saithe,Animalia,Gadidae
956,992,Bib,Animalia,Gadidae
957,993,Sponge,Animalia,Geodiidae
958,994,Shrimp,Animalia,Penaeidae
959,995,Green Sea Urchin,Animalia,Strongylocentrotidae
960,996,Barnacle,Animalia,Balanidae
961,997,Oriental Weatherfish,Animalia,Cobitidae
962,998,Stonefly Family,Animalia,Perlidae
963,999,Cranefly Family,Animalia,Tipulidae
964,1000,Green Algae,Plantae,Chlamydomonadaceae
965,1001,Scallop,Animalia,Pectinidae
966,1002,Cockle,Animalia,Cardiidae
967,1003,Snail,Animalia,Trochidae
968,1004,Crab,Animalia,Xanthidae
969,1005,Common Mud Crab,Animalia,Xanthidae
970,1006,White Shrimp,Animalia,Penaeidae
971,1008,Shrimp,Animalia,Penaeidae
972,1009,Indian Prawn,Animalia,Penaeidae
973,1010,Banana Prawn,Animalia,Penaeidae
974,1011,Ciliate,Animalia,Oxytrichidae
975,1012,Ostracod,Animalia,Cyprididae
976,1013,Ayu,Animalia,Plecoglossidae
977,1014,Shrimp,Animalia,Hippolytidae
978,1015,Chub,Animalia,Cyprinidae
979,1016,Mosquito,Animalia,Culicidae
980,1017,Blue-Green Algae,Monera,Chroococcaceae
981,1018,Caddisfly,Animalia,Phryganeidae
982,1019,Diatom,Chromista,Fragilariaceae
983,1020,Dover Sole,Animalia,Soleidae
984,1021,Blackchin Tilapia,Animalia,Cichlidae
985,1022,Polychaete Worm,Animalia,Ctenodrilidae
986,1023,Crayfish,Animalia,Cambaridae
987,1024,Scud,Animalia,Gammaridae
988,1025,Kutum,Animalia,Cyprinidae
989,1026,Spiny Dogfish,Animalia,Squalidae
990,1027,Smallmouth Buffalo,Animalia,Catostomidae
991,1028,Shorthead Redhorse,Animalia,Catostomidae
992,1029,Golden Redhorse,Animalia,Catostomidae
993,1030,River Carpsucker,Animalia,Catostomidae
994,1031,Quillback,Animalia,Catostomidae
995,1032,Mooneye,Animalia,Hiodontidae
996,1033,Frog,Animalia,Ranidae
997,1034,Cod,Animalia,Gadidae
998,1035,Sole,Animalia,Soleidae
999,1036,Sole,Animalia,Soleidae
1000,1037,Sparid Fish,Animalia,Sparidae
1001,1038,Sparid,Animalia,Sparidae
1002,1039,Hottentot,Animalia,Sparidae
1003,1040,Porgy Family,Animalia,Sparidae
1004,1041,Salt Marsh Snail,Animalia,Ellobiidae
1005,1042,Mosquito,Animalia,Culicidae
1006,1043,Pond Snail,Animalia,Lymnaeidae
1007,1044,Scud Order,Animalia,
1008,1045,Ciliate,Animalia,Parameciidae
1009,1046,Toad,Animalia,Bufonidae
1010,1047,Green Algae,Plantae,Oocystaceae
1011,1048,Pacific Cod,Animalia,Gadidae
1012,1049,Mosquito,Animalia,Culicidae
1013,1050,Fish Louse,Animalia,Argulidae
1014,1051,Cherry Salmon,Animalia,Salmonidae
1015,1052,Caddisfly,Animalia,Hydropsychidae
1016,1053,Harpacticoid Copepod,Animalia,Tisbidae
1017,1054,Harpacticoid Copepod,Animalia,Tisbidae
1018,1055,Rough Skinned Newt,Animalia,Salamandridae
1019,1056,Mosquito,Animalia,Culicidae
1020,1057,Ramshorn Snail,Animalia,Planorbidae
1021,1058,Guadalupe Bass,Animalia,Centrarchidae
1022,1059,Oligochaete,Animalia,Tubificidae
1023,1060,Scud,Animalia,Gammaridae
1024,1061,Mayfly,Animalia,Leptophlebiidae
1025,1062,Stonefly,Animalia,Perlidae
1026,1063,Yellow-Green Algae,Plantae,Pleurochloridaceae
1027,1064,Blue-Green Algae,Monera,Oscillatoriaceae
1028,1065,Common Malaria Mosquito,Animalia,Culicidae
1029,1066,Caddisfly,Animalia,Hydropsychidae
1030,1067,Caddisfly,Animalia,Hydropsychidae
1031,1068,Calanoid Copepod,Animalia,Acartiidae
1032,1069,Cyclopoid Copepod,Animalia,Cyclopidae
1033,1070,Aquatic Sowbug. Isopod,Animalia,Idoteidae
1034,1071,Frog,Animalia,Ranidae
1035,1072,Japanese Salamander,Animalia,Hynobiidae
1036,1073,Northern Anchovy,Animalia,Engraulidae
1037,1074,Blacknose Shiner,Animalia,Cyprinidae
1038,1075,Skipping Frog,Animalia,Ranidae
1039,1076,Kuddian,Animalia,Cyprinodontidae
1040,1077,Mosquito,Animalia,Culicidae
1041,1078,Saltgrass,Plantae,Poaceae
1042,1079,Mosquito,Animalia,Culicidae
1043,1080,Diatom,Chromista,Achnanthaceae
1044,1081,Diatom,Chromista,Achnanthaceae
1045,1082,Diatom,Chromista,Naviculaceae
1046,1083,Diatom,Chromista,Anaulaceae
1047,1084,Diatom,Chromista,Bacillariaceae
1048,1086,Echinoderm,Animalia,Ophiuridae
1049,1087,Eurasian Watermilfoil,Plantae,Haloragaceae
1050,1088,Pondweed,Plantae,Potamogetonaceae
1051,1089,Stonewort,Plantae,Characeae
1052,1090,Smooth Newt,Animalia,Salamandridae
1053,1091,Common Or European Toad,Animalia,Bufonidae
1054,1092,Southern Grey Tree Frog,Animalia,Hylidae
1055,1093,Damselfish,Animalia,Pomacentridae
1056,1094,Starry Flounder,Animalia,Pleuronectidae
1057,1095,Asian Leech,Animalia,Hirudinidae
1058,1096,Toothed Wrack,Chromista,Fucaceae
1059,1097,Bladder Wrack,Chromista,Fucaceae
1060,1098,Quiver Fly,Animalia,Limnephilidae
1061,1099,Tangleweed. Brown Algae,Chromista,Laminariaceae
1062,1100,Brown Algae,Chromista,Fucaceae
1063,1101,Brown Algae,Chromista,Chordaceae
1064,1102,Red Algae,Plantae,Gigartinaceae
1065,1103,Irish Moss.Carageen.Red Algae,Plantae,Gigartinaceae
1066,1104,Dulse Or Red Algae,Plantae,Rhodymeniaceae
1067,1105,Green Algae,Plantae,Ulvaceae
1068,1106,Green Algae,Plantae,Ulvaceae
1069,1107,Green Algae,Plantae,Ulvaceae
1070,1108,Nematode,Animalia,Linhomoeidae
1071,1109,Japanese Littleneck Clam,Animalia,Veneridae
1072,1110,Abalone,Animalia,Haliotididae
1073,1111,Scallop,Animalia,Pectinidae
1074,1112,Gastropod,Animalia,Muricidae
1075,1114,Bluehead Chub,Animalia,Cyprinidae
1076,1115,Fantail Darter,Animalia,Percidae
1077,1116,Longnose Gar,Animalia,Lepisosteidae
1078,1117,Nematode,Animalia,Oncholaimidae
1079,1118,Fly/Mosquito/Midge Order,Animalia,
1080,1119,Horsehair Worm Phylum,Animalia,
1081,1120,Leech Subclass,Animalia,
1082,1121,Mayfly Order,Animalia,
1083,1122,Blennies Family,Animalia,Blenniidae
